상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220801024317,한강,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 자양번영로 23
MA010120220801003137,조렌트카,,시설관리·임대,운송장비 대여,자동차 대여업,서울특별시 광진구 천호대로136길 7
MA010120220801020232,서울유리,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 동일로 30
MA010120220801021961,현대조리기기,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 자양강변길 31
MA010120220801038160,마끼아쥬드초이,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 뚝섬로46길 34
MA010120220801031022,파드마헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로 622
MA010120220801020918,성지공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 긴고랑로29길 75
MA010120220800996190,키움텔레콤,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 능동로13길 58
MA010120220800996251,젠틀왁싱,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 동일로18길 104
MA010120220801023139,추미각,,음식,한식,백반/한정식,서울특별시 광진구 광장로1길 14
MA010120220801026759,이삭토스트,,음식,기타 간이,토스트/샌드위치/샐러드,서울특별시 광진구 광장로 47
MA010120220801021108,송기영세무사사무소,,과학·기술,회계·세무,세무사,서울특별시 광진구 면목로 34
MA010120220801032149,성신유리,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 답십리로84길 8-1
MA010120220801028898,세븐일레븐강변프라임점,,소매,종합 소매,편의점,서울특별시 광진구 광나루로56길 29
MA010120220801027249,미디어스타,,과학·기술,광고,광고 대행업,서울특별시 광진구 뚝섬로26길 46-5
MA010120220801024141,애플아트,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,서울특별시 광진구 아차산로61길 13
MA010120220801033143,잔포장마차,,음식,주점,요리 주점,서울특별시 광진구 동일로24길 80
MA010120220801050666,이노헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로 431
MA010120220801037098,아름다운센터,,예술·스포츠,스포츠 서비스,헬스장,서울특별시 광진구 아차산로78길 72
MA010120220801035216,함성이가모센터,,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,서울특별시 광진구 뚝섬로32길 8
MA010120220801279932,엠그린,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801217271,팀스쿡,,음식,서양식,경양식,서울특별시 광진구 광나루로50길 10
MA010120220801140724,정당구장,,예술·스포츠,스포츠 서비스,당구장,서울특별시 광진구 긴고랑로 25
MA010120220801144034,닭발여행x윤이불닭발,,음식,한식,닭/오리고기 구이/찜,서울특별시 광진구 아차산로33길 40
MA010120220801142564,참새방앗간,,음식,주점,요리 주점,서울특별시 광진구 능동로19길 40
MA010120220801147466,숙고,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 아차산로53길 5
MA010120220801143654,화음노래광장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 능동로19길 36
MA010120220801142831,안흥갈비,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 능동로 373
MA010120220801146283,짐에잇,,예술·스포츠,스포츠 서비스,헬스장,서울특별시 광진구 자양번영로 19
MA010120220801144108,슬쩍,,음식,비알코올 ,카페,서울특별시 광진구 능동로53길 40
MA010120220801231729,로미네일,,수리·개인,이용·미용,네일숍,서울특별시 광진구 군자로 173
MA010120220801259280,오로라복권방,,예술·스포츠,유원지·오락,복권 발행/판매업,서울특별시 광진구 뚝섬로 625
MA010120220801250180,아이리스테크놀로지,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,서울특별시 광진구 능동로 209
MA010120220801267109,더클래식약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 능동로 90
MA010120220801240038,아차산닭도리탕,,음식,한식,백반/한정식,서울특별시 광진구 자양로45길 11
MA010120220801273394,동영공조,,수리·개인,가전제품 수리,가전제품 수리업,서울특별시 광진구 아차산로40길 55
MA010120220801268980,대우홈마트,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 영화사로 14
MA010120220800994909,아쇼니네일,,수리·개인,이용·미용,네일숍,서울특별시 광진구 아차산로53길 23
MA010120220800952463,CU광진원룸촌점,,소매,종합 소매,편의점,서울특별시 광진구 능동로 169-1
MA010120220800956709,찜마을,,음식,한식,백반/한정식,서울특별시 광진구 능동로36길 7
MA010120220801005471,한국재정경제연구원,,과학·기술,시장 조사,시장 조사 및 여론 조사업,서울특별시 광진구 능동로 259
MA010120220800954518,대종상사,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 천호대로 555
MA010120220800994286,노가리클럽,,음식,주점,요리 주점,서울특별시 광진구 자양로 317-1
MA010120220801179948,굿데이호프,,음식,주점,생맥주 전문,서울특별시 광진구 뚝섬로 476-5
MA010120220800953762,보경공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로22길 58
MA010120220801015285,유비씨통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 군자로 108
MA010120220801005215,디자인마룬,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 광장로 58
MA010120220800964410,대승기획,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 동일로 282
MA010120220800959156,세정건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 아차산로 378
MA010120220801325091,삼선자산역전할머니맥주서울군자역점,,음식,주점,생맥주 전문,서울특별시 광진구 천호대로110길 28
MA010120220801135879,함포비빔밥,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 262
MA010120220801135893,고향한식뷔페,,음식,구내식당·뷔페,뷔페,서울특별시 광진구 아차산로78길 44
MA010120220801318103,미채움헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로29길 38
MA010120220801316654,이촌세무회계사무소,,과학·기술,회계·세무,세무사,서울특별시 광진구 구의강변로 48
MA010120220801183764,더블유,,음식,주점,일반 유흥 주점,서울특별시 광진구 동일로 166
MA010120220801181873,어린이대공원테니스장;풋살경기장,,예술·스포츠,스포츠 서비스,테니스장,서울특별시 광진구 능동로 216
MA010120220801175097,광고세상명함을그리다,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 광나루로36길 20
MA010120220801328983,토이앤플레이,,소매,오락용품 소매,장난감 소매업,서울특별시 광진구 능동로 331
MA010120220801449067,서석인베스트,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 구의강변로 45
MA010120220801450060,에이치와이코퍼레이션,,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,서울특별시 광진구 아차산로 355
MA010120220801471147,가로수공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로 347
MA010120220801237281,친절한,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801233745,스테이859,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로 345
MA010120220801192734,느티나무약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 자양로 87
MA010120220801187106,만경상회,,음식,한식,백반/한정식,서울특별시 광진구 동일로22길 40
MA010120220801366315,투썸플레이스건대,,음식,비알코올 ,카페,서울특별시 광진구 능동로13길 5
MA010120220801371993,진성가야지,,음식,한식,백반/한정식,서울특별시 광진구 능동로16길 42
MA010120220801366544,작은공간,,음식,주점,요리 주점,서울특별시 광진구 아차산로 467
MA010120220801438134,어텀,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,서울특별시 광진구 동일로28길 57-3
MA010120220801439266,아이스크림판다,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 뚝섬로62길 20
MA010120220801439274,텐텐양꼬치,,음식,중식,중국집,서울특별시 광진구 동일로18길 102
MA010120220801299447,카페히릿,,음식,비알코올 ,카페,서울특별시 광진구 광나루로 404
MA010120220801310380,롯데건대SYSTEM,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 능동로 92
MA010120220801444277,지엔에스티,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 자양로18길 91
MA010120220801385098,아감한우정육식당,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 영화사로 7
MA010120220801614944,나두왁싱,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 광나루로56길 85
MA010120220801571212,고려가설재,,시설관리·임대,산업용품 대여,건설기계/장비 대여업,서울특별시 광진구 능동로32길 161-3
MA010120220801615836,마마돈까스,,음식,일식,일식 카레/돈가스/덮밥,서울특별시 광진구 광나루로56길 85
MA010120220801612989,유일설렁탕,,음식,한식,국/탕/찌개류,서울특별시 광진구 용마산로 154
MA010120220801619128,트윈종합건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 능동로 253
MA010120220801619782,서창렌탈,,시설관리·임대,산업용품 대여,건설기계/장비 대여업,서울특별시 광진구 아차산로78길 44
MA010120220801615949,용감이네,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801612790,백년쉼터,,소매,철물·건설자재 소매,기타 건설/건축자재 소매업,서울특별시 광진구 자양로43길 75
MA010120220801613855,아오스요거트,,음식,비알코올 ,카페,서울특별시 광진구 능동로 153
MA010120220801620640,에스이엠서비스,,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,서울특별시 광진구 광나루로56길 85
MA010120220801639015,경원전자냉동,,소매,중고 상품 소매,중고 상품 소매업,서울특별시 광진구 광나루로 466
MA010120220801567447,헬로마린,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 구의로 10-1
MA010120220801646291,중곡종로약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 용마산로 44
MA010120220801629489,피플엔네이쳐,,시설관리·임대,기타 사업 서비스,포장/충전업,서울특별시 광진구 아차산로78길 110
MA010120220801625983,진원엔지니어링,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 천호대로 585
MA010120220801572365,하카리더십,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 뚝섬로25길 2
MA010120220801644942,카피러브,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 능동로 120
MA010120220801624512,중부렌트카건대영업소,,시설관리·임대,운송장비 대여,자동차 대여업,서울특별시 광진구 아차산로 345
MA010120220801588629,허시파피,,소매,섬유·의복·신발 소매,신발 소매업,서울특별시 광진구 아차산로 262
MA010120220801547500,파리바게뜨군자역점,,음식,기타 간이,빵/도넛,서울특별시 광진구 능동로 297
MA010120220801586478,우영플라워,,소매,식물 소매,꽃집,서울특별시 광진구 강변역로4길 10
MA010120220801557651,능동순두부,,음식,한식,백반/한정식,서울특별시 광진구 동일로60길 24
MA010120220801556197,에뛰드하우스강변테크노마트점,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801547176,늘봄공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로15길 3
MA010120220801582326,애플모아,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801541745,서울공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 구의강변로 95
MA010120220801502942,올젠롯데건대,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 능동로 92
MA010120220801533873,조우엔지니어링,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,서울특별시 광진구 자양로 192-1
MA010120220801684560,지앰제이,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,서울특별시 광진구 아차산로 634
MA010120220801798510,레드페이스이마트,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 아차산로 262
MA010120220801674982,법무사임재훈사무소,,과학·기술,법무관련 ,법무사,서울특별시 광진구 능동로 296
MA010120220801679322,소정스킨&바디,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 용마산로1길 103
MA010120220801669022,투투,,음식,주점,요리 주점,서울특별시 광진구 군자로 52
MA010120220801504813,주노럭셔리,,소매,중고 상품 소매,중고 상품 소매업,서울특별시 광진구 뚝섬로49길 5
MA010120220801680551,숯불직화꼬치바베큐,,음식,주점,요리 주점,서울특별시 광진구 천호대로111길 35
MA010120220801737236,행복한고기마을,,소매,식료품 소매,정육점,서울특별시 광진구 뚝섬로 493
MA010120220801809366,필승상사,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801743796,아르떼음악학원,,교육,기타 교육,음악학원,서울특별시 광진구 동일로 256-1
MA010120220801762085,이노테크,,과학·기술,사진 촬영,사진촬영업,서울특별시 광진구 능동로 110
MA010120220801751586,복권마을,,예술·스포츠,유원지·오락,복권 발행/판매업,서울특별시 광진구 뚝섬로 493
MA010120220801521296,컴스토리,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801533780,맘스터치롯데건대스타시티점,,음식,기타 간이,버거,서울특별시 광진구 능동로 92
MA010120220801545421,정가네,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 동일로24길 92
MA010120220801533797,세븐구의아차산점,,소매,종합 소매,편의점,서울특별시 광진구 자양로 281
MA010120220801524339,버터데이즈,,음식,비알코올 ,카페,서울특별시 광진구 자양로22길 44
MA010120220801524751,가미정,,음식,한식,백반/한정식,서울특별시 광진구 군자로 182
MA010120220801706946,벨로브,,소매,오락용품 소매,자전거 소매업,서울특별시 광진구 천호대로 602
MA010120220801692948,New학사공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 천호대로112길 64
MA010120220801777458,한국세일즈앤마케팅연구원,,교육,기타 교육,직원 훈련기관,서울특별시 광진구 자양번영로4길 42-16
MA010120220801725016,박하유통,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 면목로 71
MA010120220801777993,건축환경연구소에파,,과학·기술,기술 서비스,환경 관련 엔지니어링 서비스업,서울특별시 광진구 아차산로36길 5
MA010120220801732014,중원디앤케이,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 천호대로119길 6
MA010120220801851628,에스와이데이타,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801648582,터미널,,수리·개인,이용·미용,미용실,서울특별시 광진구 강변역로 50
MA010120220801667537,군자그린팜마트,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 천호대로 525
MA010120220801861141,라즈벨로플라워,,소매,식물 소매,꽃집,서울특별시 광진구 능동로 153-1
MA010120220801883329,동양디앤에스,,과학·기술,기술 서비스,기타 엔지니어링 서비스업,서울특별시 광진구 긴고랑로 18
MA010120220801875180,까막돼지와버섯총각들,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 아차산로70길 17-21
MA010120220801754230,프린트나라,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 광장로 47
MA010120220801793150,제이앤씨,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 구의로 55
MA010120220801940169,반찬/식료품 소매업,,소매,식료품 소매,반찬/식료품 소매업,서울특별시 광진구 용마산로8가길 79
MA010120220801939888,한강풍천장어,,음식,한식,해산물 구이/찜,서울특별시 광진구 뚝섬로 489
MA010120220801930152,예나파이,,음식,기타 간이,빵/도넛,서울특별시 광진구 구의강변로1길 44
MA010120220801968069,서광부동산중개사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 뚝섬로32길 10
MA010120220801928015,이지정보통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801925998,린인테리어필름,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 광나루로40길 8
MA010120220801921142,띵킹커피,,음식,비알코올 ,카페,서울특별시 광진구 아차산로29길 32
MA010120220801972073,레전드,,소매,오락용품 소매,운동용품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801914665,해피로와,,과학·기술,사진 촬영,사진촬영업,서울특별시 광진구 자양로 115
MA010120220801916210,피부사랑의원,,보건의료,의원,피부/비뇨기과 의원,서울특별시 광진구 능동로 103
MA010120220801906209,파리바게트동서울,,음식,기타 간이,빵/도넛,서울특별시 광진구 강변역로4길 10
MA010120220801882766,파이온,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 아차산로 378
MA010120220801890057,정라진,,음식,한식,백반/한정식,서울특별시 광진구 구의강변로 35
MA010120220801893110,호텔마켓팅,,숙박,일반 숙박,여관/모텔,서울특별시 광진구 자양로18길 41
MA010120220801873753,JSOFT,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801878171,천지컴퓨터,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801901692,법무사정성곤사무소,,과학·기술,법무관련 ,법무사,서울특별시 광진구 아차산로 397
MA010120220801975066,천호철물,,소매,철물·건설자재 소매,철물/공구 소매업,서울특별시 광진구 천호대로125길 45
MA010120220801839125,랑데뷰,,숙박,일반 숙박,여관/모텔,서울특별시 광진구 면목로 198
MA010120220801853473,거명알앤피,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로16길 50-7
MA010120220801980017,조성하헤어샵,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로56길 60-1
MA010120220801864156,지센,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 자양로 106
MA010120220801839099,사공공오,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,서울특별시 광진구 능동로 266
MA010120220802170626,갤러리,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 면목로 34
MA010120220802165322,스카이재활의학과의원,,보건의료,의원,외과 의원,서울특별시 광진구 아차산로 478
MA010120220802166558,마켓유,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 아차산로51길 99
MA010120220802098844,이디야,,음식,비알코올 ,카페,서울특별시 광진구 능동로 330
MA010120220802174386,온달공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 589
MA010120220802160964,카엔,,소매,연료 소매,주유소,서울특별시 광진구 자양로 103
MA010120220802185089,이레AV시스템,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 아차산로55길 43
MA010120220802148436,아누보레브,,소매,종합 소매,그 외 기타 종합 소매업,서울특별시 광진구 능동로 172
MA010120220802174068,자양열린약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 자양로13길 73
MA010120220801832249,보나티웨딩컴퍼니,,시설관리·임대,가정용품 대여,의류 대여업,서울특별시 광진구 광나루로56길 85
MA010120220802148522,미선미식성,,음식,중식,중국집,서울특별시 광진구 뚝섬로27길 65
MA010120220802147334,밍글링,,음식,비알코올 ,카페,서울특별시 광진구 동일로60길 41-13
MA010120220802147908,츠바메,,음식,일식,일식 회/초밥,서울특별시 광진구 동일로30길 12
MA010120220802146660,새동산약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 능동로 378
MA010120220802147266,금빛부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 312
MA010120220802148160,대중관,,음식,중식,중국집,서울특별시 광진구 용마산로 115
MA010120220802147087,디자인울림,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 광장로 59
MA010120220802161550,케이티엘컨설팅,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 광장로3길 2
MA010120220802146925,대산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 긴고랑로 152
MA010120220801866590,쉬즈미스,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 자양로15길 36
MA010120220801885440,팔구사부동산,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 광나루로36길 50
MA010120220801882695,대호전자,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801884619,제이피메디칼,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 능동로 334
MA010120220801879385,파리바게뜨건대동문회관점,,음식,기타 간이,빵/도넛,서울특별시 광진구 아차산로36길 5
MA010120220801869725,정원집,,음식,한식,백반/한정식,서울특별시 광진구 자양로5길 22
MA010120220801880999,프라하,,소매,음료 소매,생수/음료 소매업,서울특별시 광진구 자양번영로11길 19-9
MA010120220801881001,더아이잗,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 광나루로56길 85
MA010120220801884892,더나은피부바디,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 동일로2길 43
MA010120220802002475,제일사,,수리·개인,기타 가정용품 수리,가죽/가방/신발 수선업,서울특별시 광진구 긴고랑로36길 19
MA010120220802209104,해모로부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 강변역로4길 56
MA010120220802204112,디자인사랑비,,과학·기술,전문 디자인,제품 디자인업,서울특별시 광진구 아차산로78길 33
MA010120220801996093,수MEC,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 능동로19길 47
MA010120220801997622,가구프라자,,소매,가구 소매,가구 소매업,서울특별시 광진구 뚝섬로55길 25
MA010120220802197007,워터하우스,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 천호대로109길 8
MA010120220802208452,미성공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로40길 28
MA010120220802214255,건대아이폰수리맥북수리픽스샵,,수리·개인,통신장비 수리,핸드폰/통신장비 수리업,서울특별시 광진구 아차산로 229
MA010120220802055643,하니지니,,음식,비알코올 ,카페,서울특별시 광진구 아차산로61길 14
MA010120220802055882,브로클린,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 뚝섬로30길 29
MA010120220802054483,마스터부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로7길 42
MA010120220802211353,SMWELL-BEGPARTNERS,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 아차산로 466
MA010120220802200122,안경하우스안경원,,소매,안경·정밀기기 소매,안경렌즈 소매업,서울특별시 광진구 용마산로 53
MA010120220802082616,공차,,음식,비알코올 ,카페,서울특별시 광진구 능동로 119
MA010120220802075583,명가칼국수,,음식,한식,국수/칼국수,서울특별시 광진구 천호대로 563
MA010120220802069653,성림엔지니어링,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 광나루로44길 9
MA010120220802124517,경동나비엔보일러온수기총판배관청소누수,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 뚝섬로58가길 15
MA010120220802083379,컴지기,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802128760,송화양꼬치,,음식,중식,중국집,서울특별시 광진구 동일로18길 70
MA010120220802248477,인투디스플레이,,시설관리·임대,산업용품 대여,기타 산업용 기계/장비 대여업,서울특별시 광진구 아차산로78길 110
MA010120220802245951,장수주유소,,소매,연료 소매,주유소,서울특별시 광진구 동일로 266
MA010120220802241380,터보마켓,,소매,식료품 소매,반찬/식료품 소매업,서울특별시 광진구 능동로9길 43
MA010120220802235865,삼육컴퓨터,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802255677,티아이컨설팅,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 천호대로 604
MA010120220802242463,오두막양꼬치,,음식,중식,중국집,서울특별시 광진구 동일로18길 23
MA010120220802240927,세현행정사사무소,,과학·기술,법무관련 ,행정사,서울특별시 광진구 천호대로 536
MA010120220802253071,블루샥,,음식,비알코올 ,카페,서울특별시 광진구 천호대로 544
MA010120220802243451,쥬스식스세종대,,음식,비알코올 ,카페,서울특별시 광진구 군자로 107
MA010120220802260054,허브인터내셔널,,시설관리·임대,고용 알선,고용 알선업,서울특별시 광진구 동일로64길 13
MA010120220802221972,향기나는계단,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 동일로60길 16
MA010120220802243379,더블유헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 강변역로4길 10
MA010120220802268726,경성꽈배기화양점,,음식,기타 간이,빵/도넛,서울특별시 광진구 군자로 35
MA010120220802243961,제우스PC,,예술·스포츠,유원지·오락,PC방,서울특별시 광진구 뚝섬로24길 3
MA010120220802227923,하은인쇄,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 광장로5길 11
MA010120220802286369,신우엔에스,,수리·개인,자동차 수리·세차,자동차 세차장,서울특별시 광진구 강변역로 50
MA010120220802288521,티엔티컨설팅,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 능동로13길 75
MA010120220802310281,부창,,소매,식료품 소매,건어물/젓갈 소매업,서울특별시 광진구 아차산로29길 53
MA010120220802293318,케이공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 동일로30길 28
MA010120220802283761,에이이미지,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 용마산로 100
MA010120220802287951,지온컨텍,,과학·기술,기술 서비스,기타 엔지니어링 서비스업,서울특별시 광진구 광장로 75
MA010120220802297671,가람미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로26길 7
MA010120220802288323,테크큐,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 아차산로36길 5
MA010120220802287113,펀,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 능동로13길 39
MA010120220802283085,정지현세무회계사무소,,과학·기술,회계·세무,세무사,서울특별시 광진구 광나루로38길 65-8
MA010120220802233778,더엘리스에스테틱,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 광장로 67-1
MA010120220802218189,헤드폰월드,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802243725,닥터카나비스,,교육,교육 지원,교육컨설팅업,서울특별시 광진구 아차산로58가길 8-1
MA010120220802186288,코어시스,,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,서울특별시 광진구 광나루로56길 85
MA010120220802190917,폴햄,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 용마산로 29
MA010120220802223506,잇츠카메라,,소매,안경·정밀기기 소매,사진기/기타 광학기기 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802220150,라온,,음식,주점,요리 주점,서울특별시 광진구 자양로18길 25
MA010120220802224274,수리온,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802223956,스마트플랜,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 강변역로4길 68
MA010120220802224367,본,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 능동로 92
MA010120220802180460,디핀다트아이스크림,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 광나루로56길 85
MA010120220802186381,꽃놓고수놓고,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 광장로 78
MA010120220802181541,신성빌딩,,예술·스포츠,스포츠 서비스,골프 연습장,서울특별시 광진구 용마산로 18
MA010120220802270130,나무크리에이티브,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 능동로 177
MA010120220802274843,봄그린청소환경,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 용마산로1길 21-4
